userId,movieId,tag,timestamp
42923,1,Tom Hanks,1330111307
42985,1,computer animation,1175632498
43082,1,ya boy,1140405233
44563,1,clever,1460871222
44563,1,pixar,1460871218
44572,1,animation,1294130548
44572,1,Pixar,1294130548
44616,1,adventure,1440326829
44757,1,buddy movie,1523815939
44757,1,computer animation,1523815946
44757,1,friendship,1523815941
44757,1,Tom Hanks,1523815944
46403,1,adventure,1454681440
46403,1,animation,1454681432
46403,1,computer animation,1454681436
47901,1,funny,1562364944
47901,1,witty,1562364949
47969,1,animation,1348648369
48240,1,Pixar,1261495514
48363,1,animated,1188331015
48363,1,cgi,1188330757
48363,1,comedy,1188331010
48627,1,cute,1337209280
48627,1,funny,1337209280
48627,1,story,1337209279
48627,1,voice acting,1337209280
48627,1,witty,1337209280
49314,1,Pixar,1162989834
50263,1,funny,1287505424
50263,1,Pixar,1287505413
50552,1,CGI,1294130924
50552,1,classic,1294130924
50552,1,disney,1294130924
50552,1,pixar,1294130924
50879,1,toys played,1503728097
51799,1,adventure,1445458888
51799,1,animation,1445458806
51799,1,buddy movie,1445458826
51799,1,clever,1445458820
51799,1,comedy,1445458822
51799,1,cowboy,1445458861
51799,1,dinosaur,1445458853
51799,1,dolls,1445458859
51799,1,friendship,1445458828
51799,1,funny,1445458808
51799,1,pixar,1445458804
51799,1,Tim Allen,1445458849
51799,1,Tom Hanks,1445458810
51799,1,toys,1445458815
51799,1,UNLIKELY FRIENDSHIPS,1445458843
51799,1,witty,1445458818
52808,1,animation,1533672244
52808,1,imdb top 250,1533672890
52808,1,pixar,1533672173
53708,1,computer animation,1274197762
53708,1,funny,1274197770
53708,1,humorous,1274197764
53708,1,Pixar,1274197757
53708,1,Tom Hanks,1274197760
53708,1,witty,1274197767
54553,1,animation,1354154589
54553,1,humorous,1354154576
54553,1,Pixar,1354154571
54553,1,time travel,1354154579
55389,1,animation,1568361249
55389,1,clever,1568361274
55389,1,comedy,1568361268
55389,1,funny,1568361252
55389,1,humorous,1568361272
55389,1,Pixar,1568361246
55389,1,witty,1568361264
55701,1,animation,1471477260
55701,1,Disney,1471477261
55701,1,pixar,1471477259
55878,1,computer animation,1270250356
55878,1,Pixar,1270250347
56238,1,animated,1242992685
56238,1,animation,1242992683
56238,1,buddy movie,1242992690
56238,1,computer animation,1242992688
56238,1,funny,1242992700
56238,1,Pixar,1242992692
56238,1,Tom Hanks,1242992695
56320,1,adventure,1247542237
56320,1,computer animation,1247542220
56320,1,Pixar,1247542211
58647,1,Pixar,1562558833
58906,1,animation,1163101260
58906,1,Pixar,1163101256
60142,1,friendship,1526091809
60142,1,pixar,1526091800
60142,1,toys,1526091806
61556,1,animated,1434416120
61556,1,fun family movie,1434416120
61556,1,pixar,1434416120
61718,1,clever,1455988363
61718,1,witty,1455988365
62199,1,Best of Rotten Tomatoes: All Time,1290799014
62199,1,John Lasseter,1239041494
62737,1,the boys,1137115175
62919,1,pixar,1140521984
63300,1,soothing,1264876655
63769,1,animated,1514919574
63769,1,buddy movie,1514919577
63769,1,Cartoon,1514919589
63769,1,cgi,1514919556
63769,1,comedy,1514919569
63769,1,computer animation,1514919558
63769,1,family,1514919562
63769,1,friendship,1514919564
63769,1,kids,1514919586
63769,1,toy,1514919568
63769,1,toys,1514919583
64333,1,computer animation,1183903155
64333,1,Disney animated feature,1183933307
64333,1,Pixar animation,1183934770
64333,1,TÃ©a Leoni does not star in this movie,1245093573
64966,1,Disney,1137170413
65170,1,Pixar,1340593693
65177,1,Pixar,1262201311
65177,1,Pixar animation,1262201320
66212,1,exciting plot,1426962331
66212,1,funny lines,1426962331
66212,1,touching story,1426962331
66981,1,children,1339531972
66981,1,computer animation,1339531991
66981,1,family,1339531975
66981,1,humorous,1339531989
66981,1,time travel,1339531981
66981,1,Tom Hanks,1339531986
66981,1,witty,1339531978
70092,1,2009 reissue in Stereoscopic 3-D,1306611568
70092,1,55 movies every kid should see--Entertainment Weekly,1407082526
70092,1,BD-Video,1407082526
70092,1,CLV,1238343894
70092,1,DVD-Video,1313609929
70694,1,Cartoon,1174405495
70694,1,Disney,1174405495
70744,1,CGI classic,1444204776
71054,1,animation,1488037722
71054,1,Disney,1488037725
71054,1,family,1488037732
71054,1,funny,1488037720
71113,1,rainy day watchlist,1470084881
71276,1,villian hurts toys,1216681687
72288,1,Disney,1258392688
72288,1,Pixar,1258392688
73613,1,animation,1339803800
73613,1,Pixar,1339803803
74873,1,animation,1213364079
74873,1,disney,1213364083
74906,1,Pixar,1137524900
75158,1,family,1512432377
75665,1,3D,1385395898
75665,1,children,1385395866
77065,1,animation,1400002011
77065,1,comedy,1400002031
77065,1,Disney,1400002025
77065,1,Pixar,1400002008
79074,1,Pixar,1161289625
79342,1,animated,1285014825
79342,1,animation,1285014815
79342,1,buddy movie,1285014833
79342,1,children,1285014830
79342,1,clever,1285014854
79342,1,time travel,1285014839
79342,1,witty,1285014844
79435,1,animation,1520115478
79435,1,Cartoon,1520115494
79435,1,children,1520115463
79435,1,computer animation,1520115463
79435,1,kids,1520115482
79435,1,pixar,1520115456
79435,1,Tom Hanks,1520115466
79880,1,animation,1241721398
79880,1,classic,1241721410
79880,1,comedy,1241721417
79880,1,computer animation,1241721414
79880,1,Disney,1241721432
79880,1,funny,1241721400
79880,1,humorous,1241721401
79880,1,Pixar,1241721403
79880,1,time travel,1241721420
79880,1,Tom Hanks,1241721407
79880,1,witty,1241721407
79980,1,animation,1546985194
79980,1,children,1546985198
79980,1,computer animation,1546985214
79980,1,kids,1546985202
79980,1,pixar,1546985210
80247,1,itaege,1438050735
80281,1,humorous,1445294945
80281,1,pixar,1445294920
80773,1,family film,1424715324
80773,1,friendship,1424715324
80773,1,toys,1424715324
80811,1,computer animation,1241947306
80811,1,funny,1241947317
80811,1,Pixar,1244499691
81948,1,children,1329851978
81948,1,computer animation,1329852012
81948,1,family,1329851980
81948,1,funny,1329851993
81948,1,Pixar,1329851958
81948,1,Tom Hanks,1329852023
81948,1,toys,1329852028
82157,1,funny,1256122173
82157,1,Pixar,1256122166
82157,1,witty,1256122194
82449,1,animation,1440016198
82449,1,pixar,1440016188
82770,1,children,1378323572
82770,1,Pixar,1378323557
82770,1,Tom Hanks,1378323576
82859,1,Tim Allen,1257475340
82859,1,Tom Hanks,1257475340
82951,1,Pixar,1292956344
84824,1,animation,1278669112
84824,1,children,1278669119
84824,1,computer animation,1278669124
84824,1,Disney,1278669130
84824,1,imdb top 250,1278669201
84824,1,John Lasseter,1278669166
84824,1,Pixar,1278669134
84824,1,Tom Hanks,1278669145
84909,1,animation,1459145151
84909,1,cgi,1459145160
84909,1,comedy,1459145149
84909,1,computer animation,1459145146
84909,1,imdb top 250,1459145157
84909,1,pixar,1459145153
85350,1,3D,1273665163
85350,1,animated,1273665190
85350,1,children,1273665167
85350,1,comedy,1273665177
85350,1,computer animation,1273665178
85350,1,Disney,1273665156
85350,1,family,1273665169
85350,1,humorous,1273665174
85350,1,Pixar,1273665144
85350,1,time travel,1273665180
85350,1,Tom Hanks,1273665184
86357,1,animation,1329527940
86357,1,Pixar,1329527934
89320,1,animation,1147410824
89320,1,Disney,1147449942
89320,1,Pixar,1147410822
89320,1,toys,1147449940
90610,1,animation,1225194325
90610,1,children,1225194339
90610,1,Disney,1225194329
90610,1,Pixar,1225194327
90782,1,animmation,1470296541
90782,1,friendship,1470296565
90782,1,funny,1470296551
90782,1,toy,1470296524
90965,1,Disney,1139711712
90965,1,Pixar,1139711712
90965,1,Tim Allen,1139711712
90965,1,Tom Hanks,1139711712
91464,1,cgi,1434160994
91464,1,children,1434160994
91464,1,toys,1434160994
93811,1,animation,1201710479
93811,1,pixar,1201710320
93811,1,Tim Allen,1201710688
93811,1,Tom Hanks,1201710679
94573,1,animation,1432463448
94573,1,children,1432463448
94573,1,comedy,1432463448
96116,1,classic,1543118045
96116,1,Tom Hanks,1543118062
98513,1,animation,1152405430
98513,1,pixar,1152405392
99479,1,children,1358551250
99605,1,adventure,1476318889
99605,1,animation,1476318885
99605,1,Disney,1476318883
99605,1,funny,1476318888
99605,1,pixar,1476318881
100538,1,classic,1546377078
100538,1,Disney,1546377079
100538,1,friendship,1546377082
100538,1,pixar,1546377074
102568,1,animation,1488127438
102568,1,Disney,1488127439
102568,1,funny,1488127443
102568,1,pixar,1488127436
102901,1,time travel,1193314098
103368,1,fantasy,1258698588
103371,1,pixar,1141943365
103883,1,animation,1248249498
103883,1,children,1248249511
103883,1,Disney,1248249494
104394,1,adventure,1246932571
104394,1,animated,1246932567
104394,1,animation,1246932566
104394,1,classic,1246932573
104394,1,Disney,1246932611
104394,1,fantasy,1246932578
104394,1,Pixar,1246932580
104394,1,Tom Hanks,1246932583
104394,1,toys,1246932614
105717,1,Pixar,1400944952
105809,1,children,1284588869
105809,1,computer animation,1284588868
105809,1,Disney,1284588860
105809,1,family,1284588873
105809,1,Pixar,1284588865
107432,1,avi,1137440588
107432,1,buy,1137440588
109146,1,Pixar,1289858327
109146,1,witty,1289858334
109258,1,Cartoon,1202263448
110339,1,animation,1383552937
110339,1,comedy,1383552939
110339,1,funny,1383552941
110966,1,Pixar,1403306852
111033,1,kids,1433697609
111033,1,light hearted,1433697609
111033,1,whimsica,1433697609
111139,1,great movie,1436915031
111183,1,kids and family,1367943150
112824,1,action,1426445294
112824,1,disney,1426445294
112824,1,kids,1426445294
113690,1,Pixar,1314562155
113690,1,witty,1314562184
114509,1,animation,1152258046
114509,1,kids movie,1152258070
114682,1,computer animation,1206662843
114682,1,Pixar,1206662843
116307,1,Pixar,1374098355
119302,1,Disney,1559676932
119302,1,favorite,1559676944
119302,1,Pixar,1559676930
119957,1,Tumey's To See Again,1195383359
119957,1,Tumey's VHS,1195574115
120092,1,adventure,1528804885
120092,1,animation,1528804876
120092,1,buddy movie,1533334356
120092,1,Disney,1528804878
120092,1,friendship,1528804882
120092,1,pixar,1528804875
120092,1,Tom Hanks,1533334334
120431,1,pixar,1460716182
122641,1,friendship,1440147935
122641,1,funny,1440147925
122641,1,pixar,1440147917
122641,1,Tom Hanks,1440147927
123391,1,pixar,1432345046
123391,1,tim allen,1432345046
123391,1,tom hanks,1432345046
123527,1,adventure,1529867457
123527,1,animated,1529867459
123527,1,animation,1529867442
123527,1,Cartoon,1529867465
123527,1,Disney,1529867444
123527,1,family,1529867452
123527,1,friendship,1529867454
123527,1,imdb top 250,1529867469
123527,1,pixar,1529867440
123527,1,toy,1529867461
123527,1,toys,1529867448
125054,1,toys,1449840522
125134,1,animation,1185287328
125134,1,pixar,1185287332
126056,1,animation,1430792017
126056,1,family,1430792017
126056,1,sci-fi,1430792017
126226,1,Animation,1464050712
126226,1,Cartoon,1464049775
126226,1,Pixar,1464049772
126323,1,adventure,1154073120
126323,1,animation,1154073120
126323,1,children,1154073120
126323,1,comedy,1154073120
127893,1,want to see again,1147206650
128513,1,innovative,1271634326
128810,1,animation,1438090980
128810,1,family,1438090980
128810,1,good time,1438090980
129003,1,Pixar,1139612080
129689,1,Pixar,1321832307
129941,1,family,1461947270
129941,1,friendship,1461947273
129941,1,pixar,1461947267
130110,1,unlikely friendships,1438711374
131347,1,animated,1568421199
131347,1,imdb top 250,1568421181
131347,1,Pixar,1568421164
131347,1,Tom Hanks,1568421160
131347,1,toys,1568421167
132704,1,Pixar,1562165552
132704,1,witty,1562165550
132858,1,classic,1190240465
132858,1,Disney,1190240465
133412,1,animation,1278875179
135482,1,animation,1155950819
135482,1,Pixar,1155950821
135920,1,Tom Hanks,1241435336
135983,1,Disney,1248658109
135983,1,funny,1248658120
135983,1,Pixar,1248658106
135983,1,time travel,1248658100
136147,1,toy,1190926375
136147,1,toys,1190667425
136192,1,Engaging,1180085428
136312,1,computer animation,1253926611
136312,1,Disney,1253926608
136312,1,humorous,1253926613
136312,1,Pixar,1253926617
136355,1,pixar,1447584989
136355,1,Tom Hanks,1447584996
136701,1,animation,1264024101
136701,1,children,1264024078
136701,1,clever,1264024107
136701,1,Disney,1264024085
136701,1,family,1264024089
136701,1,funny,1264024092
136701,1,humorous,1264024094
136701,1,imdb top 250,1264024095
136701,1,Pixar,1264024082
136701,1,Pixar animation,1264024083
136701,1,Tom Hanks,1264024080
137365,1,animation,1306969981
137365,1,Disney,1306969977
139038,1,Want,1145902519
140018,1,cgi,1574164809
140018,1,computer animation,1574164814
140024,1,Tom Hanks,1241045166
141970,1,é˜®ä¸€é¸£,1143035853
142259,1,fun,1525286013
142781,1,adventure,1519292033
142781,1,animated,1519292047
142781,1,animation,1519291985
142781,1,children,1519292007
142781,1,clever,1519292049
142781,1,computer animation,1519292004
142781,1,family,1519292012
142781,1,friendship,1519292038
142781,1,funny,1519291992
142781,1,humorous,1519292042
142781,1,toys,1519292009
142781,1,witty,1519292017
145061,1,animation,1138336930
145061,1,computer animation,1138336930
145061,1,pixar,1138336912
145061,1,toys,1138336930
145701,1,animation,1209562100
145701,1,Disney,1209562107
145701,1,Pixar,1209562082
146954,1,jealousy,1528740737
147058,1,pixar,1449667433
147072,1,first cgi film,1157093415
3164,2,Robin Williams,1223305308
3164,2,time travel,1223305310
5196,2,fantasy,1454270092
6550,2,based on children's book,1527461133
6550,2,board game,1527461133
6550,2,disappearance,1527461133
6550,2,giant insect,1527461133
6550,2,new home,1527461133
6550,2,recluse,1527461133
6773,2,bad cgi,1494850524
6773,2,kid flick,1494850560
6773,2,scary,1494850566
6773,2,time travel,1494850530
6826,2,animals,1475757322
6826,2,bad cgi,1475757324
6826,2,board game,1475757318
6826,2,not for kids,1475757328
6826,2,Robin Williams,1475757292
6826,2,time travel,1475757320
7803,2,fantasy,1528843929
7803,2,magic board game,1528843932
7803,2,Robin Williams,1528843907
13940,2,kid flick,1139199853
15204,2,adventure,1555875358
15204,2,animals,1555875347
15204,2,board game,1555875344
15204,2,family,1555875359
15204,2,fantasy,1555875340
15204,2,fiction,1555875361
15204,2,Robin Williams,1555875338
15204,2,time travel,1555875341
17111,2,fantasy,1511869079
17111,2,Robin Williams,1511869068
20346,2,adapted from:book,1312089423
20346,2,childish,1312089444
20346,2,Children,1312089408
20346,2,kid flick,1312089388
20346,2,time travel,1312089401
21096,2,animals,1245496938
21096,2,bad cgi,1249636776
21096,2,based on a book,1240363595
21096,2,board game,1245496957
21096,2,Chris Van Allsburg,1242196247
22307,2,animals,1325585308
22307,2,fantasy,1325585318
22307,2,Robin Williams,1325585315
22307,2,scary,1325585311
23651,2,Robin Williams,1507403647
34164,2,fantasy,1516429419
35058,2,fantasy,1325783796
36282,2,Kirsten Dunst,1161144002
36282,2,Robin Williams,1161143992
36535,2,jungle,1161649970
37184,2,board game,1419556176
37184,2,time travel,1419556178
38672,2,animals,1412378107
38672,2,based on a book,1412378113
38672,2,fantasy,1530088342
38672,2,magic board game,1412378138
38672,2,monkey,1412378144
38672,2,not for kids,1530088336
38672,2,Robin Williams,1412378104
38672,2,scary,1530088332
38672,2,time travel,1412378117
41275,2,kid flick,1320797872
48784,2,bad cgi,1459911384
49697,2,Robin Williams,1539562115
51283,2,adventure,1368842814
51383,2,Robin Williams,1523102179
51383,2,time travel,1523102186
53837,2,board game,1531740772
53837,2,family,1531740780
53837,2,fantasy,1531740754
53837,2,fiction,1531740781
53837,2,Robin Williams,1531740752
53837,2,scary,1531740770
53837,2,time travel,1531740771
56152,2,family,1574155839
56152,2,kid flick,1574155832
56152,2,Robin Williams,1574155841
56152,2,time travel,1394473320
56320,2,animals,1246946401
56320,2,childhood recaptured,1246946419
56320,2,herds of CGI animals,1246946413
56320,2,Kirsten Dunst,1246946409
56320,2,Robin Williams,1246946408
58533,2,fantasy,1212775891
62199,2,Joe Johnston,1310677404
64333,2,adapted from:book,1178996523
64333,2,board game,1182730036
64333,2,childhood recaptured,1178996523
64333,2,game,1178996523
64333,2,herds of CGI animals,1178996523
64333,2,scary,1178996523
64333,2,see also:Zathura,1178996568
64333,2,time,1178996523
64333,2,time travel,1178996523
65939,2,Filmed in BC,1148752833
68837,2,Lebbat,1146925453
70092,2,CLV,1339262303
71113,2,rainy day watchlist,1470084514
75158,2,bad cgi,1512437292
75158,2,kid flick,1512437288
75158,2,Robin Williams,1512437298
80247,2,itaege,1438050732
80394,2,animals,1455138227
80394,2,bad cgi,1455138217
80394,2,board game,1455138172
80394,2,fantasy,1455138164
80394,2,Robin Williams,1455138163
80394,2,time travel,1455138168
84442,2,animals,1154126754
84442,2,fantasy,1154126755
88790,2,magic board game,1278339208
89481,2,Robin Williams,1513262110
89481,2,time travel,1513262113
89532,2,Robin Williams,1541960988
90965,2,Children,1139711697
90965,2,Fantasy,1139711697
90965,2,Robin Williams,1139711697
91964,2,Adaptation of Book,1519172608
91964,2,Robin Williams,1519172559
91964,2,time travel,1519172562
99815,2,Children,1240906133
99815,2,kid flick,1240906149
103859,2,fantasy,1250387719
103859,2,Robin Williams,1250387724
106681,2,fantasy,1275477535
106681,2,Robin Williams,1275477534
106681,2,time travel,1275477538
106730,2,Dynamic CGI Action,1303947323
110395,2,Robin Williams,1432947496
112209,2,animals,1137938951
116439,2,adventure,1560892764
116439,2,family,1560892761
116439,2,Robin Williams,1560892766
116439,2,scary,1560892754
120092,2,animals,1528829951
120092,2,board game,1528829949
120092,2,fantasy,1528829947
120092,2,Robin Williams,1528829946
129003,2,Joe Johnston,1139760498
129003,2,Robin Williams,1139760498
131454,2,board game,1328614308
131454,2,fantasy,1328614307
131454,2,Robin Williams,1328614303
131454,2,scary,1328614313
131454,2,time travel,1328614316
137179,2,adventure,1446853492
137179,2,family,1446853534
137179,2,fantasy,1446853496
137179,2,kids,1446853547
137179,2,magic board game,1446853503
137365,2,Robin Williams,1306972401
138412,2,Robin Williams,1573773215
141166,2,Robin Williams,1181165720
141263,2,bad cgi,1414087602
141263,2,horrifying (but not Horror genre),1414087740
141263,2,Kirsten Dunst,1414087610
141263,2,magic board game,1414087637
141263,2,monkey,1414087624
141263,2,not for kids,1414087688
143908,2,bad cgi,1439999770
143908,2,kid flick,1439999767
143908,2,Robin Williams,1439999761
147750,2,fantasy,1340921558
147750,2,Robin Williams,1340921555
147750,2,scary,1340921562
147750,2,time travel,1340921564
210,3,funny,1461974440
6550,3,best friend,1528513367
6550,3,duringcreditsstinger,1528513367
6550,3,fishing,1528513367
6550,3,old man,1528513367
13940,3,sequel fever,1139200232
16515,3,moldy,1143424860
16515,3,old,1143424860
21096,3,sequel,1385355832
35058,3,NO_FA_GANES,1412942598
36282,3,Jack Lemmon,1161144193
36282,3,Walter Matthau,1161144194
36535,3,grun running,1161649436
42492,3,comedinha de velhinhos engraÃƒÂ§ada,1215104388
61094,3,old people that is actually funny,1208582114
62199,3,Howard Deutch,1239064997
70092,3,CLV,1233431029
95673,3,sequel,1354556170
106002,3,comedinha de velhinhos engraÃ§ada,1139323636
120320,3,moldy,1153650486
120320,3,old,1153650483
131347,3,Ann Margaret,1506741914
131347,3,Burgess Meredith,1506741930
131347,3,Daryl Hannah,1506742020
131347,3,fishing,1506742053
131347,3,good soundtrack,1506742066
131347,3,Jack Lemmon,1506741935
131347,3,Sophia Loren,1506741974
131347,3,Walter Matthau,1506741890
6550,4,based on novel or book,1528512704
6550,4,chick flick,1528512704
6550,4,divorce,1528512704
6550,4,interracial relationship,1528512704
6550,4,single mother,1528512704
70092,4,CLV,1417809731
124601,4,chick flick,1308558977
124601,4,revenge,1308558977
139567,4,characters,1335562009
6550,5,aging,1528513373
6550,5,baby,1528513373
6550,5,confidence,1528513373
6550,5,contraception,1528513373
6550,5,daughter,1528513373
6550,5,gynecologist,1528513373
6550,5,midlife crisis,1528513373
6550,5,parent child relationship,1528513373
6550,5,pregnancy,1528513373
13940,5,sequel fever,1139200378
36535,5,Fantasy,1171941643
40654,5,steve martin,1304427888
65181,5,Comedy,1425151195
65181,5,Touching,1425151186
70092,5,CLV,1417459060
83457,5,steve martin,1140455432
89320,5,family,1147409796
89320,5,pregnancy,1147409794
89320,5,wedding,1147449768
124601,5,Diane Keaton,1305522889
124601,5,family,1137102574
124601,5,sequel,1137102574
124601,5,Steve Martin,1305522889
124601,5,wedding,1137102574
1048,6,imdb top 250,1172144427
1309,6,great acting,1557280459
1309,6,realistic action,1557280456
1309,6,suspense,1557280462
3448,6,Al Pacino,1528913420
3448,6,atmospheric,1528913432
3448,6,bank robbery,1528913429
3448,6,crime,1528913425
3448,6,great acting,1528913424
3448,6,realistic action,1528913422
3448,6,Robert De Niro,1528913421
3448,6,suspense,1528913424
3448,6,tense,1528913427
3448,6,Val Kilmer,1528913436
4429,6,bank job,1552530468
4429,6,bank robbery,1552530463
4429,6,crime,1552530459
4429,6,dialogue,1552530457
4429,6,heist,1552530466
4429,6,heist movie,1552530473
4429,6,long,1552530461
5771,6,Al Pacino,1540729904
5771,6,atmospheric,1540729918
5771,6,realistic action,1540729907
5771,6,Robert De Niro,1540729913
6038,6,bank robbery,1410978177
6038,6,Los Angeles,1410982183
6038,6,realistic action,1410978190
6120,6,Al Pacino,1472099355
6120,6,atmospheric,1472099361
6120,6,Michael Mann,1472099367
6120,6,realistic action,1472099365
6120,6,Robert De Niro,1472099358
6120,6,visceral,1472099373
6285,6,atmospheric,1172056104
6285,6,bleak,1172056114
6285,6,slick,1172056117
6285,6,somber,1172056133
6285,6,tense,1172056097
6285,6,visceral,1172056100
6285,6,witty,1172056120
6550,6,bank job,1527452905
6550,6,betrayal,1527452905
6550,6,cat and mouse,1527452905
6550,6,chase,1527452905
6550,6,crime epic,1527452905
6550,6,criminal mastermind,1527452905
6550,6,cult film,1527452905
6550,6,detective,1527452905
6550,6,ex-con,1527452905
6550,6,gang,1527452905
6550,6,heist,1527452905
6550,6,heist movie,1527452905
6550,6,honor,1527452905
6550,6,loner,1527452905
6550,6,los angeles,1527452905
6550,6,murder,1527452905
6550,6,neo-noir,1527452905
6550,6,obsession,1527452905
6550,6,one last job,1527452905
6550,6,robbery,1527452905
6550,6,suspense,1527452905
6550,6,thief,1527452905
6937,6,atmospheric,1433005233
6937,6,realistic action,1433005170
7747,6,Al Pacino,1231337335
7747,6,imdb top 250,1231337329
7747,6,Robert De Niro,1231337339
10231,6,crime,1473408116
10231,6,suspense,1473408114
11348,6,Recommendz Top Pick,1213974329
14427,6,Al Pacino,1479529828
14427,6,bank robbery,1479529838
14427,6,great acting,1479529824
14427,6,gunfight,1493488636
14427,6,long,1479529819
14427,6,realistic action,1479529826
14427,6,Robert De Niro,1479529821
14427,6,suspense,1479529830
